,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
73383,20130312X23544,Incident,WPR13IA144,2013-03-05,"Danville, CA",United States,375022N,0122012W,SJC,Norman Y. Mineta San Jose Int,Non-Fatal,Minor,Airplane,N417QX,BOMBARDIER,DHC-8-402,No,2.0,Turbo Prop,121,SCHD,Commercial,Horizon Air,0.0,0.0,0.0,51.0,VMC,,"The failure and separation of a section of the No. 2 engine's combustion chamber's small exit duct (SED), which created an airflow disruption that led to an engine surge and subsequent fire. Contributing to the accident was the insufficient weld penetration that remained totally contained within the SED outer dome and did not penetrate through to the inner duct as required by the manufacturing specifications.",25-09-2020,3.0,2013.0,51.0
73387,20130307X72035,Accident,ERA13WA158,2013-03-06,"La Libertad, Peru",Peru,075510S,0773133W,SPIS,Pias Airport,Fatal,Destroyed,Airplane,OB-1992,BEECH,B200,No,2.0,Turbo Prop,NUSC,NSCH,Commercial,Aero Transporte Sociedad Anonima ATSA,9.0,0.0,0.0,0.0,,,,03-11-2020,3.0,2013.0,9.0
73388,20130308X62710,Accident,ANC13LA029,2013-03-06,"Bethel, AK",United States,605756N,1612545W,,,Non-Fatal,Substantial,Airplane,N1704U,CESSNA,207,No,1.0,Reciprocating,135,NSCH,Commercial,Flight Alaska Inc.,0.0,0.0,0.0,3.0,VMC,,"The failure of the engines No. 1 piston connecting rod retaining bolts due to fatigue fracturing, which resulted in a loss of engine power during cruise flight.",25-09-2020,3.0,2013.0,3.0
73389,20131030X01625,Accident,CEN13WA572,2013-03-06,"Persan, France",France,,,LFPA,Persan-Beaumont Airport,Fatal,Substantial,Airplane,F-GHPN,PIPER,PA28 - 161,No,,,,,Commercial,Aero Club Paris Nord,1.0,0.0,0.0,0.0,,,,03-11-2020,3.0,2013.0,1.0
73392,20131030X35610,Incident,DCA13WA167,2013-03-08,"Quetta, Pakistan",Pakistan,,,,,,Minor,Airplane,AP-BFT,BOEING,737,No,,,,,Commercial,,0.0,0.0,0.0,0.0,,,,03-11-2020,3.0,2013.0,0.0
73394,20130308X64149,Accident,ANC13FA030,2013-03-08,"Aleknagik, AK",United States,059194N,0158214W,PADL,Dillingham Airport,Fatal,Destroyed,Airplane,N116AX,BEECH,1900C,No,2.0,Turbo Prop,135,NSCH,Commercial,ALASKA CENTRAL EXPRESS INC,2.0,0.0,0.0,0.0,IMC,,"

The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists.

Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which  resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",25-09-2020,3.0,2013.0,2.0
73395,20130314X14422,Accident,DCA13CA065,2013-03-08,"Atlanta, GA",United States,333812N,0842540W,KATL,Hartsfield/Jackson,Non-Fatal,Substantial,Airplane,N698DL,BOEING,757-232,No,2.0,Turbo Fan,121,SCHD,Commercial,DELTA AIR LINES INC,0.0,0.0,0.0,148.0,VMC,,the pilot's failure to maintain correct airspeed and pitch attitude at touchdown.,25-09-2020,3.0,2013.0,148.0
73396,20130315X03300,Accident,CEN13LA191,2013-03-08,"Beech Grove, AR",United States,003657N,0904431W,,Private,Non-Fatal,Substantial,Airplane,N6902K,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,No,1.0,Reciprocating,137,,Commercial,"Kin-CO Ag Aviation, Inc.",0.0,1.0,0.0,0.0,VMC,,The pilots failure to maintain control of the airplane during the takeoff roll.,25-09-2020,3.0,2013.0,1.0
73397,20130319X10711,Accident,ANC13LA032,2013-03-08,"Talkeetna, AK",United States,625125N,0150427W,,,Non-Fatal,Substantial,Airplane,N185FK,CESSNA,A185F,No,1.0,Reciprocating,135,NSCH,Commercial,TALKEETNA AIR TAXI INC,0.0,0.0,0.0,4.0,VMC,,"The overstress fracture and failure of the right wheel/ski arm while taxiing in snow and water-overflow terrain conditions, which resulted in a noseover.",25-09-2020,3.0,2013.0,4.0
73405,20130312X21858,Accident,CEN13CA189,2013-03-11,"El Reno, OK",United States,035285N,0009809W,RQO,El Reno,Non-Fatal,Substantial,Airplane,N90047,CESSNA,140,No,1.0,Reciprocating,091,,Commercial,Tailwheel Flight Instruction Plus LLC,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain control during takeoff. Contributing to the accident was the check pilot's delayed remedial action.,25-09-2020,3.0,2013.0,2.0
73408,20130318X44236,Accident,CEN13LA198,2013-03-11,"Rogers, AR",United States,362220N,0094625W,KROG,Rogers Municipal Airport-Carte,Non-Fatal,Substantial,Airplane,N71DH,PIPER,PA 46-350P,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,4.0,IMC,,The pilots failure to maintain control due to a sudden turbulence encounter while on final approach. Contributing to the accident was ice buildup on the wings leading edges.,25-09-2020,3.0,2013.0,4.0
73412,20130321X52907,Accident,ERA13WA178,2013-03-12,"Almeirim Municipality, Brazil",Brazil,000521N,0523837W,,,Fatal,Destroyed,Airplane,PT-VAQ,EMBRAER AIRCRAFT,EMB-820C,No,2.0,Turbo Prop,NUSC,NSCH,Commercial,Fretax Taxi Aereo Ltda.,10.0,0.0,0.0,0.0,VMC,,,03-11-2020,3.0,2013.0,10.0
73414,20130313X00921,Accident,ERA13CA164,2013-03-13,"Groveland, FL",United States,282421N,0815016W,6FL0,Seminole Lake Gliderport,Non-Fatal,Substantial,Airplane,N7329Z,PIPER,PA-25-235,No,1.0,Reciprocating,091,,Commercial,TAMPA BAY SOARING SOCIETY INC,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain the proper airspeed during a tailwind approach, his improper decision to continue a fast approach with a tailwind rather than go around, and his improper use of the wheel brakes during the landing roll.",25-09-2020,3.0,2013.0,1.0
73416,20130315X53441,Accident,CEN13LA193,2013-03-13,"Seguin, TX",United States,293413N,0097581W,85TE,Old Kingsbury,Non-Fatal,Substantial,Airplane,N88313,PIPER,J3C-65,No,1.0,Reciprocating,091,,Commercial,FREEMAN HERITAGE COLLECTION LLC,0.0,1.0,0.0,1.0,VMC,,"

The partial loss of engine power for reasons that could not be undetermined because an examination of the engine did not reveal any malfunctions or failures that would preclude normal operation.",25-09-2020,3.0,2013.0,2.0
73417,20130315X70204,Accident,CEN13LA195,2013-03-13,"Brenham, TX",United States,301311N,0962228W,11R,Brenham Municipal,Non-Fatal,Substantial,Airplane,N665KC,NEW PIPER AIRCRAFT INC,PA-46-500TP,No,1.0,Turbo Prop,091,,Commercial,N665KC LLC,0.0,0.0,0.0,3.0,VMC,,A lack of available engine power during an attempted go-around for reasons that could not be determined because the postaccident engine examinations did not reveal any anomalies consistent with an inability to produce rated power.,,3.0,2013.0,3.0
73424,20130315X82522,Accident,ERA13FA168,2013-03-15,"Fort Lauderdale, FL",United States,261130N,0080922W,FXE,Fort Lauderdale Executive,Fatal,Destroyed,Airplane,N63CA,PIPER,PA-31T,No,2.0,Turbo Prop,091,,Commercial,M.A.S. Inc.,3.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain airplane control following an emergency, the nature of which could not be determined because of crash and fire damage, which resulted in an aerodynamic stall.",25-09-2020,3.0,2013.0,3.0
73425,20130316X74416,Accident,ERA13CA170,2013-03-15,"Hendersonville, NC",United States,035310N,0082430W,8NC9,W.N.C. Air Museum Airport,Non-Fatal,Substantial,Airplane,N61756,CESSNA,172M,No,1.0,Reciprocating,091,,Commercial,BLUE RIDGE SPORT FLIGHT LLC,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain control of the airplane during an attempted go-around in gusty tailwind conditions.,25-09-2020,3.0,2013.0,1.0
73431,20130320X65919,Accident,CEN13LA201,2013-03-16,"Winsted, MN",United States,044570N,0009441W,10D,WINSTED MUNI,Non-Fatal,Substantial,Airplane,N6222M,PIPER,PA23-250,No,2.0,Reciprocating,091,,Commercial,Tri-State Drilling,0.0,0.0,0.0,6.0,VMC,,"The obstruction of the right engines induction air system by ice, which resulted in a loss of engine power.",25-09-2020,3.0,2013.0,6.0
73432,20130320X95949,Accident,CEN13CA200,2013-03-16,"Kremmling, CO",United States,040312N,0106228W,20V,McElroy Airfield,Non-Fatal,Substantial,Airplane,N7407A,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain directional control while landing.,25-09-2020,3.0,2013.0,1.0
73433,20130327X63954,Accident,WPR13CA166,2013-03-16,"Sonoma, CA",United States,381516N,0122262W,0Q9,Sonoma Skypark Airport,Non-Fatal,Substantial,Airplane,N8564V,BELLANCA,7ECA,No,1.0,Reciprocating,091,,Commercial,Travis Morton,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain directional control during the touchdown and landing roll.,25-09-2020,3.0,2013.0,1.0
73437,20130317X22700,Accident,ERA13LA173,2013-03-17,"Stafford, VA",United States,382212N,0772548W,RMN,Stafford Regional Airport,Non-Fatal,Substantial,Airplane,N32EV,NEW PIPER AIRCRAFT INC,PA32-301FT,No,1.0,Reciprocating,091,,Commercial,Alberto Toledo,0.0,0.0,2.0,0.0,VMC,,"The pilot's improper placement of the fuel tank selector handle during approach, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,3.0,2013.0,2.0
73438,20130317X85055,Accident,CEN13FA196,2013-03-17,"South Bend, IN",United States,414145N,0861746W,SBN,South Bend Airport,Fatal,Destroyed,Airplane,N26DK,HAWKER BEECHCRAFT CORPORATION,390,No,2.0,Turbo Fan,091,,Commercial,Digicut Systems,2.0,0.0,2.0,0.0,VMC,,"The private pilot's inadequate response to the dual engine shutdown during cruise descent, including his failure to adhere to procedures, which ultimately resulted in his failure to maintain airplane control during a single-engine go-around. An additional cause was the pilot's decision to allow the unqualified pilot-rated passenger to manipulate the airplane controls, which directly resulted in the inadvertent dual engine shutdown.",25-09-2020,3.0,2013.0,4.0
73442,20130318X30400,Accident,WPR13LA154,2013-03-18,"Hillsboro, OR",United States,452532N,1225643W,7S3,Hillsboro,Non-Fatal,Substantial,Airplane,N318CA,PIPER,PA-23-250,No,2.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,A runway overrun due to an insufficient stopping distance due to the downsloping runway during a rejected takeoff. Contributing to the accident was a cabin door that inadvertently opened during the takeoff roll.,,3.0,2013.0,2.0
73445,20130318X82854,Accident,ERA13LA174,2013-03-18,"Panama City, FL",United States,302029N,0854955W,,,Non-Fatal,Substantial,Airplane,N86AB,PIPER,PA-25-235,No,1.0,Reciprocating,091,,Commercial,AERIAL BANNERS INC,0.0,1.0,0.0,0.0,VMC,,"A loss of preload to the crankshaft gear attachment bolt, resulting in rotation of the crankshaft gear and a subsequent total loss of engine power. The root cause for the loss of preload could not be determined during a postaccident examination of the components.",25-09-2020,3.0,2013.0,1.0
73449,20130321X80856,Accident,WPR13CA158,2013-03-20,"Gila Bend, AZ",United States,325736N,1124025W,E63,Gila Bend Municipal Airport,Non-Fatal,Substantial,Airplane,N421ER,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Westwind School of Aeronautics,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain clearance from an above-ground fuel tank while taxiing.,25-09-2020,3.0,2013.0,1.0
73450,20130321X53951,Accident,ERA13LA179,2013-03-21,"Perry, FL",United States,030318N,0083396W,40J,PERRY-FOLEY,Non-Fatal,Substantial,Airplane,N625SR,PIPER,PA-23-250,No,2.0,Reciprocating,091,,Commercial,Consolidated Citrus,0.0,1.0,0.0,0.0,VMC,,The total loss of engine power for reasons that could not be determined based on the available evidence.,,3.0,2013.0,1.0
73456,20130326X31604,Accident,WPR13CA164,2013-03-23,"Fullerton, CA",United States,335211N,1175828W,FUL,Fullerton Municipal Airport,Non-Fatal,Substantial,Airplane,N7497Y,PIPER,PA-30,No,2.0,Reciprocating,091,,Commercial,"Hess, Drew C",0.0,0.0,0.0,4.0,VMC,,The pilot receiving instructions failure to maintain airplane control during takeoff and the flight instructors delayed remedial action.,25-09-2020,3.0,2013.0,4.0
73457,20130326X32247,Accident,WPR13CA165,2013-03-23,"Bellingham, WA",United States,484510N,1222830W,BLI,Bellingham Airport,Non-Fatal,Substantial,Airplane,N7177X,CESSNA,150,No,1.0,Reciprocating,091,,Commercial,Command Aviation Inc.,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during the landing roll. Contributing to the accident was the flight instructor's delayed remedial action.,25-09-2020,3.0,2013.0,2.0
73459,20130409X22215,Accident,CEN13CA224,2013-03-23,"Grand Rapids, MN",United States,047612N,0932711W,,,Non-Fatal,Substantial,Airplane,N21301,AERONCA,65C,No,1.0,Reciprocating,091,,Commercial,David P. Floura,0.0,0.0,0.0,2.0,VMC,,The student pilots failure to adequately lock the primer before takeoff and the flight instructor's failure to verify that the primer was adequately locked.,25-09-2020,3.0,2013.0,2.0
73460,20130325X33019,Incident,ENG13RA018,2013-03-24,"Jeddah, Saudi Arabia",Saudi Arabia,,,JED,King Abdulaziz Intl Airport,,Minor,Airplane,9M-MPM,BOEING,,No,,,129,SCHD,Commercial,,0.0,0.0,0.0,0.0,,,,03-11-2020,3.0,2013.0,0.0
73465,20130401X85832,Accident,WPR13WA176,2013-03-25,"Roma, Australia, Australia",Australia,,,,,Fatal,Substantial,Airplane,VH-MEQ,CESSNA,T210N,No,1.0,Reciprocating,NUSN,,Commercial,,2.0,0.0,0.0,0.0,,,,03-11-2020,3.0,2013.0,2.0
73468,20130327X81910,Accident,CEN13LA209,2013-03-26,"College Station, TX",United States,303517N,0962140W,CLL,EASTERWOOD FIELD,Non-Fatal,Substantial,Airplane,N48693,CESSNA,152,No,1.0,Reciprocating,091,,Commercial,CENTRAL TEXAS FLIGHT TRAINING INC,0.0,0.0,0.0,1.0,VMC,,The failure of the nose landing gear fork during landing due to fatigue.,25-09-2020,3.0,2013.0,1.0
73469,20130423X52029,Accident,ANC13CA037,2013-03-26,"Anchorage, AK",United States,611016N,1495932W,Z41,Lake Hood,Non-Fatal,Substantial,Airplane,N995SP,DEHAVILLAND,DHC-2 MK. I(L20A),No,1.0,Reciprocating,135,NSCH,Commercial,Joe Schuster,0.0,0.0,0.0,4.0,VMC,,The pilots failure to maintain directional control of the airplane while taxiing on a snow-covered taxiway.,25-09-2020,3.0,2013.0,4.0
73470,20130327X21614,Accident,CEN13CA207,2013-03-27,"Fort Stockton, TX",United States,305456N,1025458W,KFST,Fort Stockton-Pecos County,Non-Fatal,Substantial,Airplane,N888TT,BEECH,A36,No,1.0,Reciprocating,091,,Commercial,"I.B. Development, LLC",0.0,0.0,0.0,2.0,VMC,,The student pilot inadvertently switching the fuel selector to the OFF position and the flight instructor's failure to monitor the student pilot's actions.,25-09-2020,3.0,2013.0,2.0
73475,20130415X81010,Accident,WPR13WA197,2013-03-27,"Zhuhai Sanzao Airport, China",China,,,,,Non-Fatal,Substantial,Airplane,B-9592,CIRRUS,SR22,No,1.0,Reciprocating,UNK,,Commercial,Zhuhai Hanxing General Aviation Limited,0.0,0.0,0.0,3.0,,,,03-11-2020,3.0,2013.0,3.0
73476,20130510X55506,Incident,DCA13WA087,2013-03-27,"Gran Canaria, Spain",Spain,002890N,0015250W,,,,,Airplane,D-ABOC,BOEING COMPANY,Boeing 757-300,No,2.0,,NUSC,SCHD,Commercial,Not Provided by Authority,0.0,0.0,0.0,0.0,,,,,3.0,2013.0,0.0
73478,20130328X13519,Accident,WPR13CA170,2013-03-28,"Provo, UT",United States,040135N,1114314W,PVU,Provo Municipal Airport,Non-Fatal,Substantial,Airplane,N986CT,DIAMOND,DA 20-C1,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain airspeed and airplane control during an attempted go-around.,25-09-2020,3.0,2013.0,1.0
73481,20130330X85743,Accident,ERA13LA183,2013-03-29,"Collegedale, TN",United States,035240N,0085112W,,,Fatal,Minor,Airplane,N999NA,ANDREWS,ZODIAC,No,1.0,Reciprocating,091,,Commercial,David T Richardson,1.0,0.0,0.0,1.0,VMC,,"The pilot's failure to ensure that his seatbelt was fastened and the pilots' failure to ensure that the canopy was latched properly, which resulted in the pilot's ejection from the cockpit following the opening of the canopy and the subsequent in-flight upset.",25-09-2020,3.0,2013.0,2.0
73484,20130405X10333,Incident,ENG13IA020,2013-03-29,"Houston, TX",United States,029594N,0952029W,IAH,GEORGE BUSH INTERCONTINENTAL/H,,,Airplane,N12922,EMBRAER,ERJ-145,No,2.0,Turbo Fan,UNK,,Commercial,EXPRESSJET AIRLINES INC,0.0,0.0,0.0,0.0,Unk,,"The uncommanded left deflection of the airplane's nose wheel due to a malfunction of the electrohydraulic servo valve (EHSV) within the nose wheel steering manifold assembly.  The reason for the malfunction could not be determined; however, a foreign substance was found between the armature and coil of the EHSV that once removed improved the performance of the unit.  It is unknown how the foreign substance was introduced to this location.",25-09-2020,3.0,2013.0,0.0
73492,20130404X62129,Accident,ERA13CA189,2013-03-30,"Immokalee, FL",United States,026262N,0081245W,IMM,Immokalee Regional Airport,Non-Fatal,Substantial,Airplane,N410LR,CESSNA,172R,No,1.0,Reciprocating,091,,Commercial,Bewired USA LLC,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during the landing roll.,25-09-2020,3.0,2013.0,1.0
73501,20130404X60734,Accident,ERA13LA188,2013-04-01,"Fort Lauderdale, FL",United States,261150N,0801014W,FXE,Fort Lauderdale Executive,Non-Fatal,Substantial,Airplane,VQ-TIN,CESSNA,402C,No,2.0,Reciprocating,091,,Commercial,Caicos Express Airways,0.0,0.0,0.0,1.0,VMC,,"The disconnection of the nose landing gear actuator, which resulted in the subsequent collapse of the nose landing gear. Contributing to the accident was the repair stations inadequate maintenance, postmaintenance inspection process, and oversight of the maintenance performed and the lack of communication between the repair station personnel, the operator, and the testing technician. 
",25-09-2020,4.0,2013.0,1.0
73502,20130405X50842,Accident,WPR13WA182,2013-04-01,"Darwin Aerodrome, Australia, Australia",Australia,013270S,0013010E,,,Fatal,Substantial,Airplane,VH-EFB,CESSNA,210H,No,,,UNK,,Commercial,,4.0,0.0,0.0,0.0,,,,03-11-2020,4.0,2013.0,4.0
73506,20130408X40356,Incident,WPR13WA185,2013-04-03,"Toowoomba Aerodrome, Australia, Australia",Australia,273228S,1515445E,,,Non-Fatal,Minor,Airplane,VH-OMS,HAWKER BEECHCRAFT CORPORATION,G-58,No,,,UNK,,Commercial,,0.0,0.0,0.0,2.0,,,,03-11-2020,4.0,2013.0,2.0
73507,20130404X11127,Accident,ERA13LA187,2013-04-04,"Miami, FL",United States,253631N,0803219W,,,Non-Fatal,Substantial,Airplane,N6141Q,CESSNA,152,No,1.0,Reciprocating,091,,Commercial,C&G Aircraft Maintenance Inc.,0.0,0.0,0.0,2.0,VMC,,A partial loss of engine power due to the failure of the No. 3 exhaust valve. Contributing to the accident was the airplane operators failure to follow the engine manufacturers recommended engine overhaul intervals.,25-09-2020,4.0,2013.0,2.0
