,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
73327,20130219X10600,Accident,CEN13LA166,2013-02-17,"Akron, CO",United States,401032N,1031311W,KAKO,Colorado Plains Regional Airpo,Non-Fatal,Destroyed,Airplane,N6199E,CESSNA,172,No,1.0,Reciprocating,091,,Personal,Shannon Lee Greene,0.0,2.0,0.0,0.0,VMC,,"The pilots physical impairment due to alcohol intoxication, which resulted in an aerodynamic stall during landing.",25-09-2020,2.0,2013.0,2.0
73328,20130220X12251,Accident,CEN13LA170,2013-02-17,"Austin, TX",United States,302351N,0973359W,EDC,Austin Executive Airport,Non-Fatal,Substantial,Airplane,N4426C,CESSNA,195,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's use of an excessive taxi speed, which resulted in the airplane overrunning the end of the unlit taxiway after the failure of the right wing landing light.",25-09-2020,2.0,2013.0,2.0
73329,20130221X02230,Accident,WPR13LA132,2013-02-17,"Casper, WY",United States,425417N,1062731W,CPR,Casper/Natrona County Int'l,Non-Fatal,Substantial,Airplane,N4941J,CESSNA,T310R,No,2.0,Reciprocating,091,,Personal,BRAVENEC DANIEL W,0.0,0.0,0.0,2.0,VMC,,"The separation of the right main gear bracket assembly from its wing attachment fitting due to lack of lubrication of the torque tube bearing. 
",25-09-2020,2.0,2013.0,2.0
73330,20130221X45325,Accident,ERA13CA140,2013-02-17,"Livingston, TN",United States,362429N,0851822W,8A3,Livingston Municipal Airport,Non-Fatal,Substantial,Airplane,N43077,PIPER,PA-28-140,No,1.0,Reciprocating,091,,Personal,Genesis Aviation Aircraft Rental,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain directional control during the landing roll.,25-09-2020,2.0,2013.0,1.0
73331,20130222X22258,Accident,CEN13CA175,2013-02-17,"Elcho, WI",United States,452527N,0891044W,,,Non-Fatal,Substantial,Airplane,N30227,CESSNA,177,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,1.0,VMC,,"The pilot's inadequate preflight and in-flight fuel management, which led to a total loss of engine power due to fuel exhaustion.",25-09-2020,2.0,2013.0,2.0
73332,20130217X04137,Accident,ANC13FA024,2013-02-18,"Skwentna, AK",United States,062533N,1524422W,,,Non-Fatal,Substantial,Airplane,N2814C,CESSNA,170B,No,1.0,Reciprocating,091,,Personal,STONE ROBERT D,0.0,0.0,2.0,0.0,VMC,,"The pilots failure to maintain airspeed during a departure turn, resulting in an aerodynamic stall and collision with terrain.
",25-09-2020,2.0,2013.0,2.0
73333,20130218X10213,Accident,WPR13CA126,2013-02-18,"Santa Paula, CA",United States,342029N,0119325W,SZP,Santa Paula Airport,Non-Fatal,Substantial,Airplane,N50380,BELLANCA,7ECA,No,1.0,Reciprocating,091,,Personal,C P Aviation Inc.,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during the landing roll.,25-09-2020,2.0,2013.0,1.0
73335,20130218X65514,Accident,ERA13CA137,2013-02-18,"Okeechobee, FL",United States,271118N,0080383W,None,None,Non-Fatal,Substantial,Airplane,N6249D,CESSNA,172N,No,1.0,Reciprocating,091,,Personal,REEF FLYER LLC,0.0,1.0,0.0,2.0,VMC,,The pilots failure to maintain directional control during takeoff.,25-09-2020,2.0,2013.0,3.0
73340,20130222X23150,Accident,ERA13CA141,2013-02-20,"Halifax, NC",United States,361947N,0077387W,IXA,Halifax-Northampton Regional,Non-Fatal,Substantial,Airplane,N9411C,CESSNA,180,No,1.0,Reciprocating,091,NSCH,Personal,STEPHENSON JAMES E,0.0,0.0,0.0,2.0,VMC,,"The pilot's decision to land in gusty crosswind conditions, which resulted in a loss of airplane directional control during the landing roll.",25-09-2020,2.0,2013.0,2.0
73343,20130222X34048,Accident,ERA13CA142,2013-02-21,"Lake Placid, NY",United States,441847N,0074152W,LKP,Lake Placid Airport,Non-Fatal,Substantial,Airplane,N10FD,DOMBROSKI FRANK,VANS RV-10,Yes,1.0,Reciprocating,091,,Personal,,0.0,3.0,0.0,0.0,IMC,,"The pilot's improper in-flight planning and decision making, which resulted in attempted visual flight in night instrument meteorological conditions and subsequent impact with terrain.",25-09-2020,2.0,2013.0,3.0
73346,20130222X80338,Accident,WPR13CA133,2013-02-22,"Lebanon, OR",United States,044346N,1225817W,88OR,Tallman Airport,Non-Fatal,Substantial,Airplane,N1192K,LUSCOMBE,8A,No,1.0,Reciprocating,091,,Personal,SIEMINSKI JAMES H,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to compensate for a crosswind during initial climb, which resulted in a loss of control.",25-09-2020,2.0,2013.0,1.0
73347,20130327X02055,Accident,ERA13CA182,2013-02-23,"Venice, FL",United States,027417N,0822625W,VNC,Venice Municipal Airport,Non-Fatal,Substantial,Airplane,C-GNEW,PIPER,PA-46-310P,No,1.0,Reciprocating,091,,Personal,1478392 Alberta Ltd,0.0,0.0,0.0,1.0,VMC,,The pilots failure to secure the airplane before moving the propeller to assist the engine start.,25-09-2020,2.0,2013.0,1.0
73348,20130225X51835,Accident,ERA13LA143,2013-02-24,"Homestead, FL",United States,252447N,0801831W,,,Non-Fatal,Substantial,Airplane,N8594M,CESSNA,T337G,No,2.0,Reciprocating,091,,Personal,EXEC AVIATION LLC,0.0,4.0,0.0,0.0,VMC,,The reported partial loss of engine power from the rear engine for reasons that could not be determined because postaccident examination of the engine did not reveal any anomalies that would have precluded normal operation.,25-09-2020,2.0,2013.0,4.0
73349,20130225X60241,Accident,ERA13FA144,2013-02-24,"Lutz, FL",United States,281531N,0082249W,X39,Tampa North Aero Park,Fatal,Destroyed,Airplane,N2895U,PIPER,PA-28RT-201,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,"The noninstrument-rated pilots decision to attempt a visual flight rules flight in instrument meteorological conditions, which resulted in spatial disorientation and a loss of aircraft control. Contributing to the accident was the pilots lack of instrument experience.  ",25-09-2020,2.0,2013.0,1.0
73350,20130225X93854,Accident,CEN13CA176,2013-02-24,"Vineland, MN",United States,461648N,0093460W,,,Non-Fatal,Substantial,Airplane,N76NG,CESSNA,172A,No,1.0,Reciprocating,091,,Personal,TROY MINSKE,0.0,0.0,0.0,2.0,VMC,,"The pilots decision to attempt a touch-and-go landing on a narrow, ice-covered road with snow banks on each side.",25-09-2020,2.0,2013.0,2.0
73353,20130228X92122,Accident,ERA13CA149,2013-02-24,"Rupert, GA",United States,322650N,0841533W,NONE,Private,Non-Fatal,Substantial,Airplane,N558J,BUCKER JUNGMANN,CASA 1.31,No,1.0,Reciprocating,091,,Personal,"Thomas Muller, Jr.",0.0,0.0,0.0,2.0,VMC,,"The fracture of the left main landing gear axle, which resulted in a loss of control during landing.",25-09-2020,2.0,2013.0,2.0
73358,20130226X32006,Accident,WPR13LA134,2013-02-26,"Peoria, AZ",United States,033480N,0112150W,P48,Pleasant Valley,Non-Fatal,Substantial,Airplane,N107BW,BLUMER,CHALLENGER II SPEC,Yes,1.0,Reciprocating,091,,Personal,BLUMER JAMES ALLEN,0.0,0.0,0.0,2.0,VMC,,"A cracked cooling fan housing, which led to a malfunction of the ignition system and a loss of engine power during the landing approach.",25-09-2020,2.0,2013.0,2.0
73360,20130227X63724,Accident,ERA13LA148,2013-02-27,"Sanford, NC",United States,353457N,0007965W,TTA,Raleigh Executive Jetport,Non-Fatal,Substantial,Airplane,N1953H,PIPER,PA-32-300,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The installation of an incorrect length of cotter pin on the throttle linkage clevis pin by maintenance personnel at an undetermined time, which resulted in the pin coming loose and the loss of throttle control.",25-09-2020,2.0,2013.0,1.0
73361,20130227X70316,Accident,CEN13LA179,2013-02-27,"Deming, NM",United States,322615N,1073726W,,,Fatal,Substantial,Airplane,N9172U,CESSNA,150M,No,1.0,Reciprocating,091,,Personal,LINK CARL D,1.0,0.0,0.0,0.0,VMC,,"The pilot's physical incapacitation, including loss of vision, which led to a loss of control and the subsequent in-flight breakup of the airplane.",25-09-2020,2.0,2013.0,1.0
73362,20130320X32654,Accident,ERA13WA176,2013-02-27,"Tiros, Brazil",Brazil,018510S,0045522W,,,Fatal,Destroyed,Airplane,PR-SLS,CIRRUS DESIGN CORPORATION,SR-22,No,,,NUSN,,Personal,,1.0,0.0,1.0,0.0,,,,25-09-2020,2.0,2013.0,2.0
73363,20130301X05738,Accident,ERA13CA150,2013-02-28,"Brunswick, GA",United States,003197N,0812328W,SSI,Malcolm McKinnon Airport,Non-Fatal,Substantial,Airplane,N135CD,CIRRUS DESIGN CORP,SR20,No,1.0,Reciprocating,091,,Personal,Kenton C Harrison,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control while landing in a strong, gusting crosswind.",25-09-2020,2.0,2013.0,1.0
73364,20130305X05303,Accident,ANC13LA026,2013-02-28,"Sterling, AK",United States,060334N,1504725W,,,Non-Fatal,Substantial,Airplane,N130Z,ISAAK PAUL G,ISAAK SUPER CUB,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,"The pilots failure to maintain adequate airspeed while maneuvering at low altitude, which resulted in an aerodynamic stall.",25-09-2020,2.0,2013.0,2.0
73370,20130304X60814,Accident,CEN13CA185,2013-03-02,"Baraga, MI",United States,464612N,0882912W,NONE,Temporary Airstrip,Non-Fatal,Substantial,Airplane,N2238A,PIPER,PA22,No,1.0,Reciprocating,091,,Personal,BLUE HARBOR ENERGY LLC,0.0,2.0,0.0,0.0,VMC,,The pilots failure to maintain directional control during taxi.,25-09-2020,3.0,2013.0,2.0
73371,20130306X84748,Accident,WPR13CA139,2013-03-02,"Nampa, ID",United States,433453N,1163123W,MAN,Nampa Airport,Non-Fatal,Substantial,Airplane,N8713U,CESSNA,172F,No,1.0,Reciprocating,091,,Personal,Jeffery L Winters,0.0,0.0,0.0,1.0,VMC,,"The failure of the pilot of another airplane, who was taxiing with no intent for flight, to maintain proper visual lookout.",25-09-2020,3.0,2013.0,1.0
73374,20130303X91231,Accident,CEN13FA183,2013-03-03,"Angel Fire, NM",United States,362425N,1051728W,KAXX,Angel Fire Airport,Fatal,Substantial,Airplane,N3484X,MOONEY,M20E,No,1.0,Reciprocating,091,,Personal,VERHALEN FLYERS LLC,4.0,0.0,0.0,0.0,VMC,,The pilot's loss of control while flying in a turbulent mountain-wave environment. Contributing to the accident was the pilot's overconfidence in his ability to safely pilot the airplane in gusting wind conditions and his lack of experience operating in mountainous areas.,25-09-2020,3.0,2013.0,4.0
73375,20130305X54320,Accident,WPR13FA138,2013-03-03,"Saratoga, WY",United States,413045N,1063413W,SAA,Shively Field Airport,Fatal,Substantial,Airplane,N5129R,CESSNA,172M,No,1.0,Reciprocating,091,,Personal,DAVIS GORDON A,1.0,0.0,0.0,0.0,IMC,,"The pilots decision to attempt flight into approaching adverse weather, which led to his low-level flight, encounter with mountain obscuration and moderate turbulence, and his subsequent loss of airplane control. Contributing to the severity of the pilots injuries was the failure of the seat restraint assembly.",25-09-2020,3.0,2013.0,1.0
73377,20130305X11829,Accident,CEN13LA186,2013-03-04,"Terrell, TX",United States,324119N,0961837W,,,Fatal,Destroyed,Airplane,N70785,FISHER MICHAEL E,CELEBRITY,Yes,1.0,Reciprocating,091,,Personal,Michael J. Payne,1.0,0.0,0.0,0.0,VMC,,The pilots exceedance of the airplanes design stress limits while performing aerobatic maneuvers.,25-09-2020,3.0,2013.0,1.0
73379,20130305X71252,Accident,ANC13FA027,2013-03-04,"Nikolai, AK",United States,621428N,0153916W,PAFS,Nikolai,Fatal,Substantial,Airplane,N2343G,CESSNA,182B,No,1.0,Reciprocating,091,,Personal,SMITH TED R,3.0,0.0,0.0,0.0,VMC,,"The pilots failure to maintain adequate airspeed while maneuvering inside a box canyon and the airplanes subsequent aerodynamic stall, which resulted in an in-flight collision with mountainous terrain. Contributing to the accident was the pilots visual disorientation in flat light conditions.",25-09-2020,3.0,2013.0,3.0
73380,20130307X45054,Accident,WPR13CA140,2013-03-04,"Bellevue, WA",United States,473431N,0122532W,,,Non-Fatal,Substantial,Airplane,N226SE,WESTON,SEA-ERA,Yes,1.0,Reciprocating,091,,Personal,WESTON PAUL H,0.0,1.0,0.0,0.0,VMC,,The pilots failure to maintain control during takeoff on choppy water conditions.,25-09-2020,3.0,2013.0,1.0
73381,20130306X12338,Accident,ERA13CA155,2013-03-05,"Newnan, GA",United States,331825N,0084467W,CCO,Newman Coweta County Airport,Non-Fatal,Substantial,Airplane,N87172,ENGINEERING & RESEARCH,ERCOUPE 415-C,No,1.0,Reciprocating,091,,Personal,MALLARD WILLIAM C,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain proper visual lookout during taxi operations, which resulted in a collision with a parked airplane.",25-09-2020,3.0,2013.0,2.0
73382,20130306X15132,Accident,ANC13CA028,2013-03-05,"Flat, AK",United States,623237N,0158550W,,,Non-Fatal,Substantial,Airplane,N2550Z,CESSNA,185B,No,1.0,Reciprocating,091,,Personal,MORONEY BRUCE J,0.0,0.0,0.0,2.0,VMC,,"The pilot's inadequate compensation for gusting, variable wind conditions during initial climb after takeoff.",25-09-2020,3.0,2013.0,2.0
73391,20130311X11254,Accident,CEN13LA188,2013-03-07,"Olathe, KS",United States,385051N,0944415W,KOJC,Johnson County Executive,Non-Fatal,Substantial,Airplane,N715BB,PIPER,PA 46-350P,No,1.0,Reciprocating,091,,Personal,JOHNSON COUNTY AVIATION GROUP LLC,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain directional control during takeoff, which resulted in a runway excursion.",25-09-2020,3.0,2013.0,2.0
73393,20130308X35142,Accident,ANC13CA031,2013-03-08,"Chickaloon, AK",United States,061405N,1481612W,PVT,Private,Non-Fatal,Substantial,Airplane,N86LN,NELSON LARRY L,WAG AERO 2+2,Yes,1.0,Reciprocating,091,,Personal,MOODY WILLIAM J,0.0,1.0,0.0,0.0,VMC,,The pilot's delayed decision to abort the landing.,25-09-2020,3.0,2013.0,1.0
73398,20130310X02720,Accident,WPR13FA141,2013-03-09,"Woodinville, WA",United States,474340N,0122150W,,,Fatal,Substantial,Airplane,N17PR,MAULE,M5,No,1.0,Reciprocating,091,,Personal,Jay R. Uusitalo,1.0,0.0,1.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed following a total loss of engine power due to fuel contamination, which resulted in a stall/spin and subsequent impact with terrain.",25-09-2020,3.0,2013.0,2.0
73399,20130311X20744,Accident,ERA13LA159,2013-03-09,"Punta Gorda, FL",United States,265511N,0815926W,PGD,Punta Gorda Airport,Non-Fatal,Substantial,Airplane,N524VT,781569 INC,FX 210,Yes,1.0,Reciprocating,091,,Personal,781569 INC,0.0,3.0,0.0,0.0,VMC,,A total loss of engine power for reasons that could not be determined from the available evidence.,,3.0,2013.0,3.0
73404,20130311X33949,Accident,WPR13CA142,2013-03-10,"San Jose, CA",United States,371958N,1214811W,KRHV,Reid-Hillview Airport of Santa,Non-Fatal,Substantial,Airplane,N811EV,EVEKTOR-AEROTECHNIK AS,SPORTSTAR,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain directional control during the landing roll. Contributing to the accident was the pilots failure to adequately latch the canopy before takeoff.,25-09-2020,3.0,2013.0,1.0
73406,20130312X35227,Accident,WPR13LA145,2013-03-11,"Kernville, CA",United States,354341N,1182511W,KL05,Kern Valley Airport,Non-Fatal,Substantial,Airplane,N427GE,CIRRUS DESIGN CORP,SR20,No,1.0,Reciprocating,091,,Personal,Justice Aviation,0.0,1.0,0.0,2.0,VMC,,"The pilots application of excessive pitch and his failure to achieve adequate airspeed during the go-around attempt, which resulted in an aerodynamic stall.",25-09-2020,3.0,2013.0,3.0
73407,20130312X40107,Accident,WPR13CA146,2013-03-11,"Paso Robles, CA",United States,354022N,1203737W,KPRB,Paso Robles Municipal Airport,Non-Fatal,Substantial,Airplane,N29969,WACO,UPF-7,No,1.0,Reciprocating,091,,Personal,Stewart Edwards,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to adequately compensate for crosswind conditions, which resulted in a loss of directional control during the landing roll.",25-09-2020,3.0,2013.0,1.0
73409,20130312X22449,Accident,CEN13CA190,2013-03-12,"Middletown, OH",United States,393154N,0842347W,,,Non-Fatal,Substantial,Airplane,N199Q,MOONEY,M20E,No,1.0,Reciprocating,091,,Personal,ON FILE,0.0,1.0,1.0,0.0,VMC,,"The total loss of engine power due to fuel exhaustion, which resulted from the noncurrent pilots improper in-flight fuel management and decision-making and his decision to conduct the flight after consuming alcohol.",25-09-2020,3.0,2013.0,2.0
73410,20130312X95409,Accident,WPR13LA147,2013-03-12,"Spanish Fork, UT",United States,040833N,1113951W,U77,Spanish Fork-Springville,Non-Fatal,Substantial,Airplane,N61RA,FRANKLIN,GLASAIR II,Yes,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"A loss of engine power due to fuel starvation, which likely resulted from air being introduced into the fuel system through the worn shaft of an electric fuel boost pump. ",25-09-2020,3.0,2013.0,1.0
73411,20130313X55915,Accident,WPR13CA148,2013-03-12,"Minden, NV",United States,385953N,0119459W,MEV,Minden-Tahoe Airport,Non-Fatal,Substantial,Airplane,N8533P,PIPER,PA-24-400,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilot's improper flare, which resulted in a bounced landing and a loss of directional control.",25-09-2020,3.0,2013.0,1.0
73415,20130314X22714,Accident,WPR13CA150,2013-03-13,"Madera, CA",United States,365919N,0120645W,KMAE,Madera,Non-Fatal,Substantial,Airplane,N1544K,LUSCOMBE,8A,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during the landing roll.,25-09-2020,3.0,2013.0,2.0
73419,20130314X15720,Accident,ERA13LA167,2013-03-14,"Mount Airy, NC",United States,362735N,0803310W,MWK,Mount Airy/Surry County Arpt,Non-Fatal,Substantial,Airplane,N30BA,ALLEN,BD-5,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,A total loss of engine power due to the pilot's inadvertent closing of the engine choke. Contributing to the accident was the improper rigging of the engine choke cable.,25-09-2020,3.0,2013.0,1.0
73421,20130319X13127,Accident,ANC13LA033,2013-03-14,"Tyonek, AK",United States,061450N,0151938W,,,Non-Fatal,Substantial,Airplane,N6008Y,PIPER,PA-23-250,No,2.0,Reciprocating,091,,Personal,JACKO JOEL N,0.0,0.0,0.0,1.0,VMC,,A total loss of engine power of both engines for reasons that could not be determined because the engines were not made available for examination.,,3.0,2013.0,1.0
73426,20130318X45644,Accident,CEN13LA199,2013-03-15,"Broomfield, CO",United States,395432N,0010572W,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,N4276K,RYAN,NAVION,No,1.0,Reciprocating,091,,Personal,Pilot,0.0,0.0,0.0,4.0,VMC,,The pilot's inadequate preflight planning and decision to take off at a high density altitude and in gusting wind conditions.,25-09-2020,3.0,2013.0,4.0
